"","GRIDCODE","lat","lat.t","long","N","niche.mean","niche.med","niche.sd","niche.min","niche.max","niche.range","SST","Prod","Dist","bio"
"188",292,5,95,-8,1000,0.165967742087,0.129032258,0.117355575514477,0.032258065,0.838709677,0.806451612,27.5,-0.05,0,0.390813389
"189",293,5,95,0,1000,0.150419355015,0.129032258,0.0924160536904033,0.032258065,0.548387097,0.516129032,26.4,-0.11,93,0.395091374
"190",294,5,95,8,1000,0.155000000169,0.129032258,0.09918727709331,0.032258065,0.709677419,0.677419354,26.4,-0.06,0,0.365616568
"191",299,5,95,48,1000,0.146774193756,0.129032258,0.0866699140090016,0.032258065,0.35483871,0.322580645,26.5,-0.09,0,0.421938076
"192",300,5,95,56,1000,0.164935484076,0.161290323,0.0946698289893905,0.032258065,0.516129032,0.483870967,27.9,-0.07,761,0.340217415
"193",301,5,95,64,1000,0.135774193731,0.129032258,0.0748964578873098,0.032258065,0.35483871,0.322580645,28.6,-0.09,1442,0.272090956
"194",302,5,95,72,1000,0.118838709922,0.096774194,0.0810085389825748,0.032258065,0.387096774,0.354838709,28.7,-0.05,683,0.507976653
"195",303,5,95,80,1000,0.121000000242,0.096774194,0.0772358828592209,0.032258065,0.387096774,0.354838709,28.4,-0.03,145,0.538786172
"196",305,5,95,96,1000,0.115225806705,0.096774194,0.0827052321967651,0.032258065,0.838709677,0.806451612,28.8,0.04,0,0.566620883
"197",306,5,95,104,1000,0.119677419593,0.096774194,0.0786584036309597,0.032258065,0.387096774,0.354838709,28.6,0.02,61,0.540856416
"198",307,5,95,112,1000,0.12445161315,0.129032258,0.0779262415656542,0.032258065,0.35483871,0.322580645,28.4,0.11,193,0.585014037
"199",308,5,95,120,1000,0.124290322806,0.096774194,0.0803452136767157,0.032258065,0.387096774,0.354838709,28.8,-0.06,40,0.62467563
"200",309,5,95,128,1000,0.112709677654,0.096774194,0.0758956200690201,0.032258065,0.387096774,0.354838709,28.8,0.04,129,0.578551559
"201",310,5,95,136,1000,0.112516129255,0.096774194,0.0733970784990549,0.032258065,0.387096774,0.354838709,28.9,-0.07,323,0.48931564
"202",311,5,95,144,1000,0.12967741955,0.129032258,0.0798393660110449,0.032258065,0.387096774,0.354838709,29,-0.1,877,0.427128222
"203",312,5,95,152,1000,0.134290322776,0.129032258,0.0792292702417358,0.032258065,0.387096774,0.354838709,28.9,-0.11,827,0.43520248
"204",313,5,95,160,1000,0.1240000002,0.129032258,0.0737920192754338,0.032258065,0.387096774,0.354838709,28.6,-0.04,1257,0.392430267
"205",314,5,95,168,1000,0.151129032455,0.129032258,0.0856317759404522,0.032258065,0.387096774,0.354838709,28.6,-0.09,1842,0.38086259
"206",315,5,95,176,1000,0.129064516353,0.129032258,0.0783472478443694,0.032258065,0.387096774,0.354838709,28.4,-0.07,2532,0.358122542
"207",316,-3,87,-176,1000,0.135322580854,0.129032258,0.0769655223862941,0.032258065,0.387096774,0.354838709,28.8,-0.06,2613,0.319585174
"208",317,-3,87,-168,1000,0.137612903428,0.129032258,0.0825061772176758,0.032258065,0.387096774,0.354838709,28.1,-0.04,1973,0.320029384
"209",318,-3,87,-160,1000,0.150290322727,0.129032258,0.0836189665399891,0.032258065,0.35483871,0.322580645,27.8,-0.09,1820,0.295153178
"210",319,-3,87,-152,1000,0.12638709693,0.129032258,0.0733645725972646,0.032258065,0.35483871,0.322580645,27.8,-0.1,2442,0.297340331
"211",320,-3,87,-144,1000,0.127032258248,0.129032258,0.077553217166861,0.032258065,0.35483871,0.322580645,26.8,0.03,1690,0.259159107
"212",321,-3,87,-136,1000,0.14225806469,0.129032258,0.0893121218447031,0.032258065,0.387096774,0.354838709,26.4,0.03,2183,0.284433956
"213",323,-3,87,-120,1000,0.155193548563,0.161290323,0.0890983153146085,0.032258065,0.35483871,0.322580645,25.1,0.37,2938,0.285762825
"214",326,-3,87,-96,1000,0.22638709688,0.161290323,0.178513634919757,0.032258065,0.838709677,0.806451612,23.3,0.12,560,0.306919507
"215",327,-3,87,-88,1000,0.12761290347,0.096774194,0.0874986035556831,0.032258065,0.516129032,0.483870967,23.5,0.11,422,0.327751918
"216",328,-3,87,-80,1000,0.134096774384,0.129032258,0.0833796528579279,0.032258065,0.387096774,0.354838709,22.8,0.23,0,0.320725843
"217",332,-3,87,-48,1000,0.205000000202,0.161290323,0.134931560280965,0.032258065,0.838709677,0.806451612,28.1,-0.16,0,0.308519031
"218",333,-3,87,-40,1000,0.178580645321,0.161290323,0.12489201862897,0.032258065,0.838709677,0.806451612,27.3,-0.09,0,0.352081846
"219",334,-3,87,-32,1000,0.170354838878,0.161290323,0.117993184885143,0.032258065,0.838709677,0.806451612,27.3,-0.02,439,0.365453819
"220",335,-3,87,-24,1000,0.122451613068,0.096774194,0.0764454877273185,0.032258065,0.35483871,0.322580645,26.5,-0.07,1278,0.310067685
"221",336,-3,87,-16,1000,0.136451613082,0.096774194,0.0888396975545003,0.032258065,0.387096774,0.354838709,26.1,-0.08,1200,0.314269039
"222",337,-3,87,-8,1000,0.159258064668,0.129032258,0.0910855106222515,0.032258065,0.451612903,0.419354838,25.4,-0.06,856,0.337971192
"223",338,-3,87,0,1000,0.178129032449,0.161290323,0.128415312733534,0.032258065,0.838709677,0.806451612,25.7,-0.02,920,0.335133222
"224",339,-3,87,8,1000,0.152935484033,0.129032258,0.0940056200842769,0.032258065,0.709677419,0.677419354,26.1,-0.09,207,0.404559842
"225",340,-3,87,16,1000,0.161064516296,0.129032258,0.0943872979650411,0.032258065,0.451612903,0.419354838,24.6,0.02,0,0.255606334
"226",343,-3,87,40,1000,0.125258064743,0.129032258,0.07786924474814,0.032258065,0.387096774,0.354838709,27,-0.09,0,0.460992661
"227",344,-3,87,48,1000,0.152516129194,0.129032258,0.100796927380818,0.032258065,0.387096774,0.354838709,27.5,-0.1,720,0.39192182
"228",345,-3,87,56,1000,0.127709677661,0.129032258,0.0804742868994568,0.032258065,0.451612903,0.419354838,28.4,-0.1,116,0.40770391
"229",346,-3,87,64,1000,0.132096774367,0.129032258,0.0793051182635698,0.032258065,0.35483871,0.322580645,28.7,-0.12,924,0.287745862
"230",347,-3,87,72,1000,0.12187096797,0.129032258,0.0788225438327413,0.032258065,0.35483871,0.322580645,28.8,-0.04,411,0.390588239
"231",349,-3,87,88,1000,0.148387096962,0.129032258,0.0821820678288645,0.032258065,0.35483871,0.322580645,29,-0.02,1204,0.295118808
"232",350,-3,87,96,1000,0.134677419589,0.129032258,0.0828157311175178,0.032258065,0.387096774,0.354838709,28.7,-0.04,400,0.483971705
"233",351,-3,87,104,1000,0.111129032518,0.096774194,0.0751023954391336,0.032258065,0.35483871,0.322580645,28.8,0.2,0,0.605473707
"234",352,-3,87,112,1000,0.110870968,0.096774194,0.0814566104930364,0.032258065,0.387096774,0.354838709,27.8,0.26,0,0.519871263
"235",353,-3,87,120,1000,0.106387097032,0.096774194,0.07280817580422,0.032258065,0.387096774,0.354838709,28.9,0.07,0,0.548722347
"236",354,-3,87,128,1000,0.111516129281,0.096774194,0.0781952185891313,0.032258065,0.387096774,0.354838709,28.5,0.11,0,0.566865756
"237",355,-3,87,136,1000,0.104741935749,0.096774194,0.0721094956899635,0.032258065,0.387096774,0.354838709,29.2,-0.09,0,0.563437429
"238",356,-3,87,144,1000,0.119032258286,0.096774194,0.0775783560093532,0.032258065,0.387096774,0.354838709,29.2,-0.11,12,0.535474185
"239",357,-3,87,152,1000,0.112419355079,0.096774194,0.0749969140185051,0.032258065,0.387096774,0.354838709,29.4,-0.09,0,0.51828179
"240",358,-3,87,160,1000,0.158322580814,0.161290323,0.0890647389407809,0.032258065,0.387096774,0.354838709,29.4,-0.07,592,0.419216239
"241",359,-3,87,168,1000,0.139419355033,0.129032258,0.0837906753113307,0.032258065,0.35483871,0.322580645,29.2,-0.11,969,0.373269074
"242",360,-3,87,176,1000,0.165516129209,0.161290323,0.0788167489889891,0.032258065,0.387096774,0.354838709,28.6,0,87.85,0.355724527
"243",361,-11,79,-176,1000,0.118354838917,0.096774194,0.0772658165976695,0.032258065,0.387096774,0.354838709,28.8,-0.05,445,0.385829528
"244",362,-11,79,-168,1000,0.130258064703,0.129032258,0.0767458351413971,0.032258065,0.387096774,0.354838709,28.7,-0.03,487,0.345447714
"245",363,-11,79,-160,1000,0.158290322771,0.161290323,0.085829674413924,0.032258065,0.387096774,0.354838709,28.8,-0.14,1263,0.321551568
"246",364,-11,79,-152,1000,0.145483871143,0.129032258,0.0864316242506371,0.032258065,0.35483871,0.322580645,28.6,-0.2,759,0.326897438
"247",365,-11,79,-144,1000,0.135129032464,0.129032258,0.0800717708060903,0.032258065,0.387096774,0.354838709,28.1,-0.17,576,0.33738401
"248",366,-11,79,-136,1000,0.132129032458,0.129032258,0.0840294381188672,0.032258065,0.387096774,0.354838709,27.8,-0.19,305,0.316226844
"249",373,-11,79,-80,1000,0.154967742146,0.129032258,0.095684088068631,0.032258065,0.387096774,0.354838709,21.3,-0.05,254,0.319857294
"250",378,-11,79,-40,1000,0.189225806647,0.161290323,0.120698815142547,0.032258065,0.838709677,0.806451612,27,-0.08,0,0.326347531
"251",379,-11,79,-32,1000,0.181096774394,0.161290323,0.113946705418594,0.032258065,0.548387097,0.516129032,25.7,-0.03,474,0.36907491
"252",380,-11,79,-24,1000,0.136451613075,0.096774194,0.0863303329644295,0.032258065,0.451612903,0.419354838,25.7,-0.1,1259,0.296920726
"253",381,-11,79,-16,1000,0.146741935682,0.129032258,0.0953788728411814,0.032258065,0.580645161,0.548387096,25.2,-0.12,2120,0.31510888
"254",382,-11,79,-8,1000,0.133322580856,0.096774194,0.0954864487016127,0.032258065,0.419354839,0.387096774,23.8,-0.14,2242,0.300492645
"255",383,-11,79,0,1000,0.174516129234,0.161290323,0.103287039000086,0.032258065,0.387096774,0.354838709,23,-0.12,1380,0.293408063
"256",384,-11,79,8,1000,0.149483871162,0.129032258,0.0937177803146932,0.032258065,0.451612903,0.419354838,23.4,-0.07,560,0.381432725
"257",385,-11,79,16,1000,0.155935484038,0.129032258,0.0944396641281641,0.032258065,0.548387097,0.516129032,24.5,-0.1,0,0.348405097
"258",388,-11,79,40,1000,0.124870967953,0.129032258,0.0804551281399424,0.032258065,0.387096774,0.354838709,27.3,-0.01,0,0.480486745
"259",389,-11,79,48,1000,0.125516129238,0.129032258,0.0882044001703467,0.032258065,0.709677419,0.677419354,27.8,-0.11,70,0.483017393
"260",390,-11,79,56,1000,0.129709677612,0.129032258,0.076800125862047,0.032258065,0.35483871,0.322580645,26.5,0,696,0.417400213
"261",391,-11,79,64,1000,0.139000000178,0.129032258,0.0804626368504134,0.032258065,0.387096774,0.354838709,27.1,-0.07,753,0.334457948
"262",392,-11,79,72,1000,0.150129032462,0.161290323,0.0831290067106813,0.032258065,0.35483871,0.322580645,27.2,0.1,531,0.348520107
"263",395,-11,79,96,1000,0.135161290547,0.129032258,0.0841354557279809,0.032258065,0.387096774,0.354838709,27.7,0.03,102,0.337360204
"264",396,-11,79,104,1000,0.115322580889,0.096774194,0.0767446067959266,0.032258065,0.387096774,0.354838709,27.8,0.12,203,0.536252807
"265",397,-11,79,112,1000,0.12961290346,0.129032258,0.0833754365303876,0.032258065,0.387096774,0.354838709,28,-0.05,335,0.589176686
"266",398,-11,79,120,1000,0.11445161315,0.096774194,0.0766992676883276,0.032258065,0.387096774,0.354838709,28.3,-0.07,126,0.623887594
"267",399,-11,79,128,1000,0.118870967998,0.096774194,0.0741869846348153,0.032258065,0.387096774,0.354838709,27.7,-0.13,238,0.59347109
"268",400,-11,79,136,1000,0.132612903464,0.129032258,0.0812430866748352,0.032258065,0.387096774,0.354838709,27.7,-0.18,21,0.535773511
"269",401,-11,79,144,1000,0.118225806689,0.096774194,0.0770588479236732,0.032258065,0.387096774,0.354838709,27,-0.09,2,0.636895136
"270",402,-11,79,152,1000,0.126193548587,0.129032258,0.0823229898888541,0.032258065,0.387096774,0.354838709,27.4,0,20,0.592142779
"271",403,-11,79,160,1000,0.104129032506,0.096774194,0.0721674331278444,0.032258065,0.387096774,0.354838709,28.6,-0.06,7,0.490355843
"272",404,-11,79,168,1000,0.116645161512,0.096774194,0.0791379316445141,0.032258065,0.387096774,0.354838709,28.6,-0.09,119,0.463051631
"273",405,-11,79,176,1000,0.128225806658,0.129032258,0.0809328395126809,0.032258065,0.387096774,0.354838709,28.6,-0.04,632,0.387035007
"274",406,-20,70,-176,1000,0.116387096993,0.096774194,0.0804161298406106,0.032258065,0.387096774,0.354838709,27.5,-0.1,94,0.395960715
"275",408,-20,70,-160,1000,0.137548387312,0.129032258,0.0809195113566418,0.032258065,0.35483871,0.322580645,27.5,-0.07,92,0.313291396
"276",409,-20,70,-152,1000,0.126580645393,0.129032258,0.0742743285095773,0.032258065,0.387096774,0.354838709,27.5,-0.13,338,0.333458723
"277",410,-20,70,-144,1000,0.141322580852,0.129032258,0.0832764505554428,0.032258065,0.387096774,0.354838709,27.3,-0.11,98.9,0.326588512
"278",411,-20,70,-136,1000,0.130677419566,0.129032258,0.0748761501173487,0.032258065,0.387096774,0.354838709,27,-0.11,135,0.282666915
"279",412,-20,70,-128,1000,0.12135483893,0.096774194,0.0853733939000345,0.032258065,0.387096774,0.354838709,26.6,0,506,0.274049913
"280",418,-20,70,-80,1000,0.15245161312,0.129032258,0.089736941618066,0.032258065,0.35483871,0.322580645,20.3,-0.08,704,0.344282
"281",419,-20,70,-72,1000,0.173354838876,0.129032258,0.0972205148982368,0.032258065,0.387096774,0.354838709,19.1,-0.01,185,0.297803754
"282",422,-20,70,-48,1000,0.188967742106,0.161290323,0.12305675097733,0.032258065,0.838709677,0.806451612,26.5,-0.04,0,0.275164259
"283",423,-20,70,-40,1000,0.175161290508,0.161290323,0.115038869594963,0.032258065,0.838709677,0.806451612,26.5,-0.13,0,0.378443163
"284",424,-20,70,-32,1000,0.151967742118,0.129032258,0.0972491974853899,0.032258065,0.580645161,0.548387096,26.1,-0.09,802,0.315884541
"285",427,-20,70,-8,1000,0.153129032451,0.129032258,0.103945947533732,0.032258065,0.580645161,0.548387096,22.9,-0.12,477,0.286743211
"286",428,-20,70,0,1000,0.15645161309,0.129032258,0.095911967171793,0.032258065,0.387096774,0.354838709,21.9,-0.08,704,0.255228111
"287",429,-20,70,8,1000,0.167225806631,0.129032258,0.096045693476689,0.032258065,0.419354839,0.387096774,20.7,-0.07,443,0.366441905
"288",430,-20,70,16,1000,0.185483871119,0.161290323,0.109663457559668,0.032258065,0.548387097,0.516129032,17.4,0.27,0,0.327277465
"289",432,-20,70,32,1000,0.128612903449,0.129032258,0.0869778224869427,0.032258065,0.387096774,0.354838709,26.2,0.06,0,0.407393285
"290",433,-20,70,40,1000,0.130129032481,0.129032258,0.0818954008762686,0.032258065,0.580645161,0.548387096,27,-0.06,386,0.492373773
"291",434,-20,70,48,1000,0.148322580841,0.129032258,0.0845460748419969,0.032258065,0.419354839,0.387096774,27.2,-0.04,0,0.465963047
"292",435,-20,70,56,1000,0.125612903452,0.129032258,0.0766657705578647,0.032258065,0.387096774,0.354838709,25.7,-0.05,155,0.439876024
"293",436,-20,70,64,1000,0.132419355037,0.129032258,0.0819153100155794,0.032258065,0.35483871,0.322580645,25.7,-0.05,54,0.354836437
"294",442,-20,70,112,1000,0.123064516364,0.096774194,0.0769641689397732,0.032258065,0.419354839,0.387096774,26.6,-0.01,316,0.520592953
"295",443,-20,70,120,1000,0.118387097022,0.096774194,0.0797185945089168,0.032258065,0.419354839,0.387096774,27.6,-0.01,22,0.543560166
"296",444,-20,70,128,1000,0.120548387363,0.129032258,0.0693394689545785,0.032258065,0.387096774,0.354838709,27.6,-0.02,0,0.308481717
"297",445,-20,70,136,1000,0.134419355055,0.129032258,0.0784940993961527,0.032258065,0.387096774,0.354838709,27.7,-0.06,0,0.268959524
"298",446,-20,70,144,1000,0.114548387329,0.096774194,0.0760562660881859,0.032258065,0.419354839,0.387096774,27.5,-0.05,0,0.579157439
"299",447,-20,70,152,1000,0.119580645401,0.096774194,0.0800319024000735,0.032258065,0.419354839,0.387096774,26.3,-0.01,163,0.615832728
"300",448,-20,70,160,1000,0.106967742171,0.096774194,0.0702225010553601,0.032258065,0.35483871,0.322580645,26.7,-0.01,120,0.508145827
"301",449,-20,70,168,1000,0.113645161531,0.096774194,0.0750780923610796,0.032258065,0.387096774,0.354838709,27.1,-0.1,132,0.505599182
"302",450,-20,70,176,1000,0.126483871188,0.096774194,0.0880131197623877,0.032258065,0.548387097,0.516129032,27.1,-0.11,230,0.426970166
"303",451,-29,61,-176,1000,0.166580645436,0.161290323,0.103081124912961,0.032258065,0.387096774,0.354838709,22.2,-0.15,1202,0.316963777
"304",455,-29,61,-144,1000,0.129870967946,0.129032258,0.0777622455627199,0.032258065,0.35483871,0.322580645,21.9,-0.14,108,0.257102205
"305",461,-29,61,-96,1000,0.155064516299,0.129032258,0.104359785548077,0.032258065,0.451612903,0.419354838,20.9,-0.01,2400,0.213380922
"306",462,-29,61,-88,1000,0.157000000177,0.129032258,0.0938469916203805,0.032258065,0.35483871,0.322580645,19.3,-0.1,1606,0.256026045
"307",463,-29,61,-80,1000,0.183387096994,0.161290323,0.104798152571276,0.032258065,0.580645161,0.548387096,19,0.02,827,0.260186451
"308",464,-29,61,-72,1000,0.175806451799,0.161290323,0.0977940385106795,0.032258065,0.419354839,0.387096774,16.2,-0.08,68,0.281014092
"309",467,-29,61,-48,1000,0.174935484068,0.161290323,0.107643407682753,0.032258065,0.838709677,0.806451612,23,-0.26,73,0.440972011
"310",468,-29,61,-40,1000,0.143870967955,0.096774194,0.0873099287081599,0.032258065,0.35483871,0.322580645,23.1,-0.12,646,0.369791521
"311",469,-29,61,-32,1000,0.181161290506,0.161290323,0.103883564179934,0.032258065,0.580645161,0.548387096,23.1,0.03,1180,0.277729674
"312",470,-29,61,-24,1000,0.172290322806,0.161290323,0.0996678420213285,0.032258065,0.35483871,0.322580645,22.7,-0.11,1890,0.262883195
"313",473,-29,61,0,1000,0.147451613093,0.096774194,0.096784735771031,0.032258065,0.35483871,0.322580645,20.1,-0.09,1508,0.283803376
"314",474,-29,61,8,1000,0.157806451813,0.129032258,0.100550265649216,0.032258065,0.419354839,0.387096774,19.3,-0.1,732,0.333377264
"315",475,-29,61,16,1000,0.159322580824,0.129032258,0.101872439863569,0.032258065,0.580645161,0.548387096,15.1,-0.18,25,0.396225285
"316",476,-29,61,24,1000,0.158645161468,0.129032258,0.0877198184675563,0.032258065,0.419354839,0.387096774,22,-0.06,0,0.288731452
"317",477,-29,61,32,1000,0.132838709905,0.129032258,0.0859371618935351,0.032258065,0.580645161,0.548387096,23.6,-0.06,0,0.572972704
"318",478,-29,61,40,1000,0.17745161304,0.161290323,0.0951185999603107,0.032258065,0.387096774,0.354838709,24,-0.05,605,0.502495751
"319",479,-29,61,48,1000,0.153806451792,0.129032258,0.0894768577464267,0.032258065,0.419354839,0.387096774,24.2,-0.02,395,0.447191633
"320",480,-29,61,56,1000,0.189774193729,0.161290323,0.095486448705042,0.032258065,0.387096774,0.354838709,23.3,0,982,0.308037613
"321",481,-29,61,64,1000,0.164225806621,0.129032258,0.0966973065782117,0.032258065,0.35483871,0.322580645,22.7,0.01,1100,0.287879353
"322",484,-29,61,88,1000,0.193193548541,0.193548387,0.0990606731624363,0.032258065,0.419354839,0.387096774,21,-0.11,2544,0.278773715
"323",485,-29,61,96,1000,0.179193548548,0.161290323,0.084475691063653,0.032258065,0.387096774,0.354838709,20.8,-0.07,1761,0.278496103
"324",486,-29,61,104,1000,0.176935484092,0.161290323,0.0875206896147886,0.032258065,0.35483871,0.322580645,20.9,-0.08,991,0.290154642
"325",487,-29,61,112,1000,0.134064516341,0.129032258,0.0862975324325178,0.032258065,0.419354839,0.387096774,22.2,0.03,160,0.595483672
"326",489,-29,61,128,1000,0.170129032429,0.161290323,0.107744253691227,0.032258065,0.387096774,0.354838709,22.5,0.06,0,0.303561308
"327",490,-29,61,136,1000,0.1435806454,0.129032258,0.100006296264894,0.032258065,0.387096774,0.354838709,22.5,-0.02,0,0.296925595
"328",492,-29,61,152,1000,0.132354838938,0.129032258,0.0889175802542777,0.032258065,0.419354839,0.387096774,23.1,-0.07,0,0.629123982
"329",493,-29,61,160,1000,0.135580645375,0.129032258,0.08549796475947,0.032258065,0.387096774,0.354838709,22.4,0.01,629,0.465687026
"330",494,-29,61,168,1000,0.138064516343,0.129032258,0.0893919759093028,0.032258065,0.419354839,0.387096774,22.2,-0.06,50,0.43443538
"331",495,-29,61,176,1000,0.169903225956,0.129032258,0.102648774448122,0.032258065,0.387096774,0.354838709,22.5,-0.03,717,0.343889061
"332",496,-38,52,-176,1000,0.169419355045,0.161290323,0.0949898245043104,0.032258065,0.387096774,0.354838709,17.6,-0.3,483,0.279715454
"333",506,-38,52,-96,1000,0.191741935625,0.193548387,0.1075794893169,0.032258065,0.35483871,0.322580645,16.7,-0.21,1910,0.188843421
"334",507,-38,52,-88,1000,0.160193548574,0.129032258,0.0964607061700214,0.032258065,0.35483871,0.322580645,16.7,-0.17,811,0.196112741
"335",508,-38,52,-80,1000,0.190806451759,0.193548387,0.113225783864139,0.032258065,0.451612903,0.419354838,16.3,-0.27,490,0.217277899
"336",509,-38,52,-72,1000,0.182516129176,0.161290323,0.103040353779772,0.032258065,0.419354839,0.387096774,13.6,0.36,0,0.203506048
"337",510,-38,52,-64,1000,0.182935484056,0.161290323,0.115867360385429,0.032258065,0.419354839,0.387096774,15.3,0,0,0.203227201
"338",511,-38,52,-56,1000,0.185935484042,0.161290323,0.117401405652727,0.032258065,0.612903226,0.580645161,13.8,-0.16,135,0.319096413
"339",512,-38,52,-48,1000,0.173193548578,0.161290323,0.105299209429733,0.032258065,0.483870968,0.451612903,18.6,-0.17,782,0.374362176
"340",513,-38,52,-40,1000,0.180451613074,0.161290323,0.111395878347908,0.032258065,0.483870968,0.451612903,17.4,-0.19,1324,0.274271051
"341",514,-38,52,-32,1000,0.170000000207,0.129032258,0.110522544811423,0.032258065,0.451612903,0.419354838,17.4,-0.01,1945,0.250492456
"342",515,-38,52,-24,1000,0.151258064686,0.129032258,0.100415209627829,0.032258065,0.35483871,0.322580645,17.1,-0.18,2605,0.22986458
"343",516,-38,52,-16,1000,0.170225806668,0.129032258,0.103842079892082,0.032258065,0.419354839,0.387096774,16.6,-0.63,3125,0.257288498
"344",517,-38,52,-8,1000,0.200225806634,0.193548387,0.118978284581663,0.032258065,0.548387097,0.516129032,16.3,-0.23,2410,0.264581685
"345",518,-38,52,0,1000,0.169354838887,0.129032258,0.10589431970776,0.032258065,0.387096774,0.354838709,15.4,-0.03,1723,0.296392069
"346",519,-38,52,8,1000,0.160516129224,0.096774194,0.112670837441844,0.032258065,0.483870968,0.451612903,15.9,0.01,1029,0.347388509
"347",520,-38,52,16,1000,0.160387096943,0.129032258,0.100544464294796,0.032258065,0.548387097,0.516129032,19,-0.12,507,0.474553783
"348",521,-38,52,24,1000,0.15448387116,0.129032258,0.0933192289407485,0.032258065,0.451612903,0.419354838,19.2,-0.15,460,0.491046983
"349",522,-38,52,32,1000,0.167225806624,0.161290323,0.0887989094898357,0.032258065,0.35483871,0.322580645,19.1,-0.11,700,0.407495071
"350",523,-38,52,40,1000,0.180967742096,0.161290323,0.100257522489865,0.032258065,0.419354839,0.387096774,18.8,-0.02,1254,0.31928788
"351",524,-38,52,48,1000,0.188870967902,0.161290323,0.102507952868329,0.032258065,0.451612903,0.419354838,17.2,0.02,1431,0.305007097
"352",525,-38,52,56,1000,0.204258064672,0.193548387,0.105363176665169,0.032258065,0.419354839,0.387096774,17.2,-0.01,1549,0.280018342
"353",526,-38,52,64,1000,0.226806451726,0.258064516,0.0964023500043582,0.032258065,0.35483871,0.322580645,16.4,-0.02,1243,0.268748745
"354",528,-38,52,80,1000,0.185967742066,0.193548387,0.103799460067574,0.032258065,0.419354839,0.387096774,15.4,-0.16,1458,0.256541512
"355",532,-38,52,112,1000,0.163645161512,0.161290323,0.098145806223152,0.032258065,0.483870968,0.451612903,16.4,-0.13,516,0.452252454
"356",533,-38,52,120,1000,0.166741935686,0.161290323,0.101304197122538,0.032258065,0.419354839,0.387096774,16.3,-0.17,380,0.361527011
"357",534,-38,52,128,1000,0.173548387298,0.161290323,0.0997037919671519,0.032258065,0.387096774,0.354838709,15.7,-0.12,620,0.320327646
"358",535,-38,52,136,1000,0.163387096969,0.161290323,0.0947278174587609,0.032258065,0.451612903,0.419354838,17,-0.04,250,0.359161315
"359",536,-38,52,144,1000,0.150451613121,0.129032258,0.098471261735788,0.032258065,0.419354839,0.387096774,15.8,-0.05,0,0.357791099
"360",537,-38,52,152,1000,0.134032258292,0.129032258,0.0918822034209822,0.032258065,0.548387097,0.516129032,19.6,-0.02,196,0.508397838
"361",538,-38,52,160,1000,0.173451613121,0.161290323,0.0992707086424203,0.032258065,0.387096774,0.354838709,17.7,-0.05,882,0.314412189
"362",539,-38,52,168,1000,0.17048387117,0.161290323,0.100038454497932,0.032258065,0.387096774,0.354838709,17.1,-0.1,510,0.364225103
"363",540,-38,52,176,1000,0.161225806631,0.129032258,0.103659985612007,0.032258065,0.548387097,0.516129032,18,-0.16,0,0.37263672
"364",541,-49,41,-176,1000,0.175516129204,0.161290323,0.100882161416381,0.032258065,0.387096774,0.354838709,10.7,0.07,601,0.195627826
"365",553,-49,41,-80,1000,0.252322580765,0.290322581,0.124212998594722,0.032258065,0.483870968,0.451612903,10.4,-0.19,320,0.179043099
"366",554,-49,41,-72,1000,0.221419355022,0.225806452,0.128569287828677,0.032258065,0.483870968,0.451612903,10.7,-0.07,0,0.203219469
"367",555,-49,41,-64,1000,0.219032258233,0.193548387,0.143929569238151,0.032258065,0.741935484,0.709677419,10.3,-0.2,210,0.214417639
"368",556,-49,41,-56,1000,0.22080645179,0.193548387,0.131704761706526,0.032258065,0.612903226,0.580645161,8.6,-0.23,251,0.225620644
"369",557,-49,41,-48,1000,0.252580645334,0.258064516,0.128113149374064,0.032258065,0.483870968,0.451612903,10.9,-0.17,727,0.201032941
"370",558,-49,41,-40,1000,0.244645161431,0.258064516,0.126722785129901,0.032258065,0.612903226,0.580645161,9.1,-0.19,522,0.207474699
"371",559,-49,41,-32,1000,0.290032258177,0.290322581,0.119147865691896,0.032258065,0.612903226,0.580645161,6.7,-0.22,617,0.19483411
"372",563,-49,41,0,1000,0.2833225808,0.290322581,0.123606040523555,0.032258065,0.612903226,0.580645161,5.4,0.02,590,0.213966157
"373",568,-49,41,40,1000,0.272225806568,0.290322581,0.124263148059469,0.032258065,0.612903226,0.580645161,5.3,-0.05,328,0.212972343
"374",569,-49,41,48,1000,0.255483871115,0.290322581,0.137881510655534,0.032258065,0.612903226,0.580645161,5.2,0.05,439,0.203188607
"375",571,-49,41,64,1000,0.228387096915,0.225806452,0.134702188299387,0.032258065,0.612903226,0.580645161,6,-0.05,339,0.196545144
"376",572,-49,41,72,1000,0.23054838723,0.225806452,0.134213327055641,0.032258065,0.612903226,0.580645161,3.9,-0.06,106,0.195341178
"377",581,-49,41,144,1000,0.181612903424,0.161290323,0.114221053827874,0.032258065,0.483870968,0.451612903,10.2,-0.19,677,0.325689684
"378",582,-49,41,152,1000,0.185064516316,0.161290323,0.109493927787648,0.032258065,0.483870968,0.451612903,11.1,-0.15,759,0.313774277
"379",583,-49,41,160,1000,0.241774193652,0.258064516,0.120870993598054,0.032258065,0.612903226,0.580645161,11.7,-0.02,445,0.258618937
"380",584,-49,41,168,1000,0.18667741951,0.161290323,0.104976193721692,0.032258065,0.451612903,0.419354838,12.1,-0.24,169,0.277502292
"381",585,-49,41,176,1000,0.189161290492,0.161290323,0.106208639241989,0.032258065,0.387096774,0.354838709,10,0.08,198,0.266286655
